255,202,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
255,255,255,255,255
